Bout Information,Draw,No Contest,Round Finished,Method,Details,Fighter1,Fighter2,Loser,Winner,Loser Knockdowns,Loser Attempted Takedowns,Loser Takedowns Succeed,Loser Takedown Success Percentage,Loser Submission Attempts,Loser Guard Passages,Loser Reversals,Loser Attempted Significant Strikes,Loser Landed Significant Strikes,Loser Significant Landed Strikes Percentage,Loser Head Attempted Significant Strikes,Loser Head Landed Significant Strikes,Loser Head Landed Significant Strikes Percentage,Loser Body Attempted Significant Strikes,Loser Body Landed Significant Strikes,Loser Body Landed Significant Strikes Percentage,Loser Leg Attempted Significant Strikes,Loser Leg Landed Significant Strikes,Loser Leg Landed Significant Strikes Percentage,Loser At Distance Attempted Significant Strikes,Loser At Distance Landed Significant Strikes,Loser At Distance Landed Significant Strikes Percentage,Loser On Ground Attempted Significant Strikes,Loser On Ground Landed Significant Strikes,Loser On Ground Landed Significant Strikes Percentage,Loser In Clinch Attempted Significant Strikes,Loser In Clinch Landed Significant Strikes,Loser In Clinch Landed Significant Strikes Percentage,Winner Knockdowns,Winner Attempted Takedowns,Winner Takedowns Succeed,Winner Takedown Success Percentage,Winner Submission Attempts,Winner Guard Passages,Winner Reversals,Winner Attempted Significant Strikes,Winner Landed Significant Strikes,Winner Significant Landed Strikes Percentage,Winner Head Attempted Significant Strikes,Winner Head Landed Significant Strikes,Winner Head Landed Significant Strikes Percentage,Winner Body Attempted Significant Strikes,Winner Body Landed Significant Strikes,Winner Body Landed Significant Strikes Percentage,Winner Leg Attempted Significant Strikes,Winner Leg Landed Significant Strikes,Winner Leg Landed Significant Strikes Percentage,Winner At Distance Attempted Significant Strikes,Winner At Distance Landed Significant Strikes,Winner At Distance Landed Significant Strikes Percentage,Winner On Ground Attempted Significant Strikes,Winner On Ground Landed Significant Strikes,Winner On Ground Landed Significant Strikes Percentage,Winner In Clinch Attempted Significant Strikes,Winner In Clinch Landed Significant Strikes,Winner In Clinch Landed Significant Strikes Percentage
UFC Superfight Championship Bout,True,False, 2, Other, Time Expired, Ken Shamrock, Royce Gracie,,,0,1,1,100,0,0,0,22,10,45,17,5,30.0,0,0,0,5,5,100.0,3,1,34.0,0,0,0,19,9,48.0,0,0,1,0,0,0,0,12,3,25,5,2,40.0,2,0,0.0,5,1,20.0,9,1,12.0,0,0,0,3,2,67.0
UFC Superfight Championship Bout,True,False, 2, Other, Time Expired, Ken Shamrock, Royce Gracie,,,0,1,1,100,0,0,0,22,10,45,17,5,30.0,0,0,0,5,5,100.0,3,1,34.0,0,0,0,19,9,48.0,0,0,1,0,0,0,0,12,3,25,5,2,40.0,2,0,0.0,5,1,20.0,9,1,12.0,0,0,0,3,2,67.0
Open Weight Bout,False,False, 1, TKO - Doctor's Stoppage, Facial Cut, Dan Severn, Oleg Taktarov, Oleg Taktarov, Dan Severn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,1,0,17,9,52,17,9,53.0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,53.0
Open Weight Bout,False,False, 1, KO/TKO, Punches to Head From Mount Submission to Strikes, Dave Beneteau, Todd Medina, Todd Medina, Dave Beneteau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,2,0,13,8,61,13,8,62.0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,62.0
Open Weight Bout,False,False, 1, Submission, Rear Naked Choke, Dan Severn, Joe Charles, Joe Charles, Dan Severn,0,0,0,0,0,0,0,1,1,100,0,0,0,1,1,100.0,0,0,0,1,1,100.0,0,0,0,0,0,0,0,1,1,100,1,2,0,4,2,50,4,2,50.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,50.0
Open Weight Bout,False,False, 1, Submission, Neck Crank From Side Control, Oleg Taktarov, Ernie Verdicia, Ernie Verdicia, Oleg Taktarov,0,0,0,0,0,0,0,5,2,40,5,2,40.0,0,0,0,0,0,0,2,0,0.0,0,0,0,3,2,67.0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Weight Bout,False,False, 1, Submission, Forearm Choke From Half Guard, Todd Medina, Larry Cureton, Larry Cureton, Todd Medina,0,0,0,0,0,0,0,2,1,50,1,0,0.0,1,1,100.0,0,0,0,1,0,0.0,1,1,100.0,0,0,0,0,1,1,100,1,1,0,4,4,100,3,3,100.0,1,1,100.0,0,0,0,0,0,0,0,0,0,4,4,100.0
Open Weight Bout,False,False, 1, KO/TKO, Knees to Head On Ground, Jon Hess, Andy Anderson, Andy Anderson, Jon Hess,0,0,2,0,0,0,1,2,2,100,2,2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100.0,0,0,0,0,0,0,0,28,17,60,17,7,42.0,11,10,91.0,0,0,0,14,6,43.0,9,6,67.0,5,5,100.0
Open Weight Bout,False,False, 1, KO/TKO, to, Guy Mezger, John Dowdy, John Dowdy, Guy Mezger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Weight Bout,False,False, 1, KO/TKO, to Corner Stoppage, Dave Beneteau, Asbel Cancio, Asbel Cancio, Dave Beneteau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,2,0,18,12,66,18,12,67.0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,67.0
UFC 4 Tournament Title Bout,False,False, 1, Submission, Triangle Choke From Bottom Guard, Royce Gracie, Dan Severn, Dan Severn, Royce Gracie,0,1,1,100,0,0,0,7,4,57,7,4,58.0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,58.0,0,0,0,0,3,0,0,4,0,0,1,0,0.0,0,0,0,3,0,0.0,4,0,0.0,0,0,0,0,0,0
Open Weight Bout,False,False, 1, Submission, Arm Triangle From Mount, Dan Severn, Marcus Bossett, Marcus Bossett, Dan Severn,0,0,0,0,0,0,0,2,1,50,0,0,0,2,1,50.0,0,0,0,2,1,50.0,0,0,0,0,0,0,0,1,1,100,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Weight Bout,False,False, 1, Submission, Armbar From Bottom Guard, Royce Gracie, Keith Hackney, Keith Hackney, Royce Gracie,0,0,0,0,0,0,0,13,4,30,12,3,25.0,1,1,100.0,0,0,0,3,1,34.0,4,2,50.0,6,1,17.0,0,0,2,0,3,0,0,23,11,47,15,7,47.0,5,3,60.0,3,1,34.0,10,2,20.0,13,9,70.0,0,0,0
Open Weight Bout,False,False, 1, Submission, Rear Naked Choke, Dan Severn, Anthony Macias, Anthony Macias, Dan Severn,0,0,0,0,0,0,0,9,8,88,4,4,100.0,2,2,100.0,3,2,67.0,3,2,67.0,3,3,100.0,3,3,100.0,0,2,5,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Weight Bout,False,False, 1, Submission, Armbar From Mount, Steve Jennum, Melton Bowen, Melton Bowen, Steve Jennum,0,0,0,0,0,0,0,4,1,25,4,1,25.0,0,0,0,0,0,0,3,0,0.0,1,1,100.0,0,0,0,0,2,3,66,1,2,0,40,13,32,36,13,37.0,2,0,0.0,2,0,0.0,6,0,0.0,0,0,0,34,13,39.0
Open Weight Bout,False,False, 1, Submission,, Keith Hackney, Joe Son, Joe Son, Keith Hackney,0,1,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,8,57,5,1,20.0,1,0,0.0,8,7,88.0,7,2,29.0,0,0,0,7,6,86.0
Open Weight Bout,False,False, 1, Submission, Rear Naked Choke, Royce Gracie, Ron van Clief, Ron van Clief, Royce Gracie,0,0,0,0,0,0,0,2,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,1,1,100,1,3,0,11,7,63,8,5,63.0,3,2,67.0,0,0,0,1,0,0.0,0,0,0,10,7,70.0
Open Weight Bout,False,False, 1, KO/TKO, to Corner Stoppage, Guy Mezger, Jason Fairn, Jason Fairn, Guy Mezger,1,0,0,0,0,0,0,12,9,75,8,5,63.0,2,2,100.0,2,2,100.0,4,1,25.0,4,4,100.0,4,4,100.0,0,1,1,100,0,2,0,30,19,63,28,17,61.0,1,1,100.0,1,1,100.0,1,0,0.0,5,4,80.0,24,15,63.0
Open Weight Bout,False,False, 1, KO/TKO, to, Marcus Bossett, Eldo Xavier Dias, Eldo Xavier Dias, Marcus Bossett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Weight Bout,False,False, 1, Submission, Armbar, Joe Charles, Kevin Rosier, Kevin Rosier, Joe Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 3 Tournament Title Bout,False,False, 1, KO/TKO, Punches to Head From Mount Submission to Strikes, Steve Jennum, Harold Howard, Harold Howard, Steve Jennum,0,0,0,0,1,0,0,6,2,33,6,2,34.0,0,0,0,0,0,0,4,1,25.0,1,1,100.0,1,0,0.0,0,1,1,100,0,3,0,11,6,54,11,6,55.0,0,0,0,0,0,0,2,1,50.0,0,0,0,9,5,56.0
Open Weight Bout,False,False, 1, Submission, Rear Naked Choke, Ken Shamrock, Felix Lee Mitchell, Felix Lee Mitchell, Ken Shamrock,0,0,0,0,0,0,0,3,3,100,0,0,0,1,1,100.0,2,2,100.0,0,0,0,3,3,100.0,0,0,0,0,1,2,50,1,3,0,4,4,100,1,1,100.0,2,2,100.0,1,1,100.0,0,0,0,3,3,100.0,1,1,100.0
Open Weight Bout,False,False, 1, Submission, Armbar From Bottom Guard, Royce Gracie, Kimo Leopoldo, Kimo Leopoldo, Royce Gracie,0,1,1,100,0,2,1,9,6,66,6,3,50.0,2,2,100.0,1,1,100.0,1,0,0.0,3,3,100.0,5,3,60.0,0,0,2,0,1,1,1,6,2,33,1,1,100.0,2,0,0.0,3,1,34.0,0,0,0,6,2,34.0,0,0,0
Open Weight Bout,False,False, 1, KO/TKO, Punches to Head In Clinch, Harold Howard, Roland Payne, Roland Payne, Harold Howard,0,1,2,50,0,1,0,4,3,75,0,0,0,2,2,100.0,2,1,50.0,2,2,100.0,2,1,50.0,0,0,0,1,0,1,0,0,0,0,12,9,75,12,9,75.0,0,0,0,0,0,0,4,1,25.0,4,4,100.0,4,4,100.0
Open Weight Bout,False,False, 1, KO/TKO, Punches to Head From Half Guard Submission to Strikes, Ken Shamrock, Christophe Leninger, Christophe Leninger, Ken Shamrock,0,0,0,0,0,0,0,2,1,50,2,1,50.0,0,0,0,0,0,0,2,1,50.0,0,0,0,0,0,0,0,1,1,100,0,1,0,9,8,88,6,5,84.0,3,3,100.0,0,0,0,1,0,0.0,0,0,0,8,8,100.0
Open Weight Bout,False,False, 1, KO/TKO, Punches to Head On Ground, Keith Hackney, Emmanuel Yarborough, Emmanuel Yarborough, Keith Hackney,0,0,1,0,0,0,0,5,1,20,5,1,20.0,0,0,0,0,0,0,2,0,0.0,0,0,0,3,1,34.0,1,0,0,0,0,0,0,50,34,68,45,29,65.0,0,0,0,5,5,100.0,8,6,75.0,3,2,67.0,39,26,67.0
UFC 2 Tournament Title Bout,False,False, 1, KO/TKO, Punches to Head From Mount Submission to Strikes, Royce Gracie, Patrick Smith, Patrick Smith, Royce Gracie,0,0,0,0,0,0,0,2,1,50,0,0,0,2,1,50.0,0,0,0,1,0,0.0,1,1,100.0,0,0,0,0,1,2,50,0,2,0,4,4,100,3,3,100.0,0,0,0,1,1,100.0,0,0,0,1,1,100.0,3,3,100.0
Open Weight Bout,False,False, 1, Submission, Gi Choke From Back Control, Royce Gracie, Remco Pardoel, Remco Pardoel, Royce Gracie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Weight Bout,False,False, 1, Submission, Guillotine Choke Standing, Patrick Smith, Johnny Rhodes, Johnny Rhodes, Patrick Smith,0,0,0,0,0,0,0,9,4,44,5,2,40.0,0,0,0,4,2,50.0,9,4,45.0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,5,41,4,1,25.0,2,2,100.0,6,2,34.0,10,3,30.0,2,2,100.0,0,0,0
Open Weight Bout,False,False, 1, Submission, Armbar From Mount, Royce Gracie, Jason DeLucia, Jason DeLucia, Royce Gracie,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Weight Bout,False,False, 1, KO/TKO, Elbows to Head From Side Control, Remco Pardoel, Orlando Wiet, Orlando Wiet, Remco Pardoel,0,0,0,0,0,0,0,2,1,50,1,0,0.0,0,0,0,1,1,100.0,2,1,50.0,0,0,0,0,0,0,0,1,1,100,0,1,0,7,7,100,7,7,100.0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,100.0
Open Weight Bout,False,False, 1, Submission,, Johnny Rhodes, Fred Ettish, Fred Ettish, Johnny Rhodes,0,0,0,0,0,0,0,7,4,57,1,0,0.0,4,2,50.0,2,2,100.0,7,4,58.0,0,0,0,0,0,0,1,0,0,0,1,1,0,29,13,44,28,12,43.0,0,0,0,1,1,100.0,6,3,50.0,2,1,50.0,21,9,43.0
Open Weight Bout,False,False, 1, KO/TKO, Elbows to Head From Mount, Patrick Smith, Scott Morris, Scott Morris, Patrick Smith,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,13,76,16,12,75.0,1,1,100.0,0,0,0,0,0,0,1,1,100.0,16,12,75.0
Open Weight Bout,False,False, 1, Submission, Armbar On Ground, Royce Gracie, Minoki Ichihara, Minoki Ichihara, Royce Gracie,0,0,0,0,0,0,0,7,3,42,6,3,50.0,0,0,0,1,0,0.0,2,0,0.0,0,0,0,5,3,60.0,0,1,1,100,2,1,0,4,2,50,0,0,0,0,0,0,4,2,50.0,4,2,50.0,0,0,0,0,0,0
Open Weight Bout,False,False, 1, Submission, Triangle Choke From Mount, Jason DeLucia, Scott Baker, Scott Baker, Jason DeLucia,0,1,1,100,0,3,2,2,0,0,2,0,0.0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,1,0,5,4,4,5,3,60,2,1,50.0,2,1,50.0,1,1,100.0,4,2,50.0,0,0,0,1,1,100.0
Open Weight Bout,False,False, 1, Submission,, Remco Pardoel, Alberta Cerra Leon, Alberta Cerra Leon, Remco Pardoel,0,0,0,0,0,0,0,3,1,33,3,1,34.0,0,0,0,0,0,0,1,1,100.0,0,0,0,2,0,0.0,0,1,1,100,1,2,0,6,4,66,5,4,80.0,0,0,0,1,0,0.0,1,0,0.0,0,0,0,5,4,80.0
Open Weight Bout,False,False, 1, KO/TKO, to Corner Stoppage, Orlando Wiet, Robert Lucarelli, Robert Lucarelli, Orlando Wiet,0,1,1,100,1,0,0,6,2,33,2,1,50.0,1,0,0.0,3,1,34.0,6,2,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,66,11,7,64.0,1,1,100.0,0,0,0,3,1,34.0,0,0,0,9,7,78.0
Open Weight Bout,False,False, 1, Submission, Keylock From Half Guard, Frank Hamaker, Thaddeus Luster, Thaddeus Luster, Frank Hamaker,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,3,4,1,3,2,66,3,2,67.0,0,0,0,0,0,0,1,1,100.0,0,0,0,2,1,50.0
Open Weight Bout,False,False, 1, KO/TKO, Punches to Head From Guard Submission to Strikes, Johnny Rhodes, David Levicki, David Levicki, Johnny Rhodes,0,0,0,0,0,0,0,5,4,80,5,4,80.0,0,0,0,0,0,0,2,1,50.0,2,2,100.0,1,1,100.0,0,1,1,100,0,1,0,17,11,64,15,9,60.0,1,1,100.0,1,1,100.0,1,1,100.0,1,1,100.0,15,9,60.0
Open Weight Bout,False,False, 1, Submission, Guillotine Choke Standing, Patrick Smith, Ray Wizard, Ray Wizard, Patrick Smith,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,1,1,100.0,1,1,100.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,100,0,0,0,1,1,100.0,0,0,0,0,0,0,1,1,100.0,0,0,0
Open Weight Bout,False,False, 1, Submission, Guillotine Choke From Mount, Scott Morris, Sean Daugherty, Sean Daugherty, Scott Morris,0,0,0,0,0,0,0,4,0,0,2,0,0.0,0,0,0,2,0,0.0,3,0,0.0,1,0,0.0,0,0,0,0,1,1,100,1,1,0,1,1,100,1,1,100.0,0,0,0,0,0,0,0,0,0,1,1,100.0,0,0,0
UFC 1 Tournament Title Bout,False,False, 1, Submission, Rear Naked Choke, Royce Gracie, Gerard Gordeau, Gerard Gordeau, Royce Gracie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,33,1,2,0,2,1,50,1,1,100.0,0,0,0,1,0,0.0,1,0,0.0,0,0,0,1,1,100.0
Open Weight Bout,False,False, 1, Submission, Rear Naked Choke, Jason DeLucia, Trent Jenkins, Trent Jenkins, Jason DeLucia,0,0,0,0,0,0,0,7,1,14,5,0,0.0,1,0,0.0,1,1,100.0,7,1,15.0,0,0,0,0,0,0,0,1,2,50,1,1,0,9,3,33,7,3,43.0,1,0,0.0,1,0,0.0,9,3,34.0,0,0,0,0,0,0
Open Weight Bout,False,False, 1, Submission, Rear Naked Choke, Royce Gracie, Ken Shamrock, Ken Shamrock, Royce Gracie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Weight Bout,False,False, 1, KO/TKO, to Corner Stoppage, Gerard Gordeau, Kevin Rosier, Kevin Rosier, Gerard Gordeau,0,0,0,0,0,0,0,3,0,0,1,0,0.0,1,0,0.0,1,0,0.0,3,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,11,64,13,7,54.0,1,1,100.0,3,3,100.0,8,5,63.0,0,0,0,9,6,67.0
Open Weight Bout,False,False, 1, Submission, Heel Hook From Guard, Ken Shamrock, Patrick Smith, Patrick Smith, Ken Shamrock,0,0,0,0,0,0,0,8,4,50,4,1,25.0,1,1,100.0,3,2,67.0,1,1,100.0,1,1,100.0,6,2,34.0,0,1,2,50,2,0,0,1,1,100,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100.0
Open Weight Bout,False,False, 1, Submission,, Royce Gracie, Art Jimmerson, Art Jimmerson, Royce Gracie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,2,0,3,0,0,1,0,0.0,0,0,0,2,0,0.0,3,0,0.0,0,0,0,0,0,0
Open Weight Bout,False,False, 1, KO/TKO, to Corner Stoppage, Kevin Rosier, Zane Frazier, Zane Frazier, Kevin Rosier,0,0,0,0,0,0,0,28,12,42,19,7,37.0,6,3,50.0,3,2,67.0,7,0,0.0,19,10,53.0,2,2,100.0,2,0,0,0,0,0,0,27,15,55,23,12,53.0,4,3,75.0,0,0,0,10,4,40.0,9,4,45.0,8,7,88.0
Open Weight Bout,False,False, 1, KO/TKO, Kick to Head On Ground, Gerard Gordeau, Teila Tuli, Teila Tuli, Gerard Gordeau,0,0,1,0,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,60,5,3,60.0,0,0,0,0,0,0,3,1,34.0,0,0,0,2,2,100.0
