Bout Information,Draw,No Contest,Round Finished,Method,Details,Fighter1,Fighter2,Loser,Winner,Loser Knockdowns,Loser Attempted Takedowns,Loser Takedowns Succeed,Loser Takedown Success Percentage,Loser Submission Attempts,Loser Guard Passages,Loser Reversals,Loser Attempted Significant Strikes,Loser Landed Significant Strikes,Loser Significant Landed Strikes Percentage,Loser Head Attempted Significant Strikes,Loser Head Landed Significant Strikes,Loser Head Landed Significant Strikes Percentage,Loser Body Attempted Significant Strikes,Loser Body Landed Significant Strikes,Loser Body Landed Significant Strikes Percentage,Loser Leg Attempted Significant Strikes,Loser Leg Landed Significant Strikes,Loser Leg Landed Significant Strikes Percentage,Loser At Distance Attempted Significant Strikes,Loser At Distance Landed Significant Strikes,Loser At Distance Landed Significant Strikes Percentage,Loser On Ground Attempted Significant Strikes,Loser On Ground Landed Significant Strikes,Loser On Ground Landed Significant Strikes Percentage,Loser In Clinch Attempted Significant Strikes,Loser In Clinch Landed Significant Strikes,Loser In Clinch Landed Significant Strikes Percentage,Winner Knockdowns,Winner Attempted Takedowns,Winner Takedowns Succeed,Winner Takedown Success Percentage,Winner Submission Attempts,Winner Guard Passages,Winner Reversals,Winner Attempted Significant Strikes,Winner Landed Significant Strikes,Winner Significant Landed Strikes Percentage,Winner Head Attempted Significant Strikes,Winner Head Landed Significant Strikes,Winner Head Landed Significant Strikes Percentage,Winner Body Attempted Significant Strikes,Winner Body Landed Significant Strikes,Winner Body Landed Significant Strikes Percentage,Winner Leg Attempted Significant Strikes,Winner Leg Landed Significant Strikes,Winner Leg Landed Significant Strikes Percentage,Winner At Distance Attempted Significant Strikes,Winner At Distance Landed Significant Strikes,Winner At Distance Landed Significant Strikes Percentage,Winner On Ground Attempted Significant Strikes,Winner On Ground Landed Significant Strikes,Winner On Ground Landed Significant Strikes Percentage,Winner In Clinch Attempted Significant Strikes,Winner In Clinch Landed Significant Strikes,Winner In Clinch Landed Significant Strikes Percentage
Lightweight Bout,False,False, 3, Decision - Unanimous,, Mark Bocek, Nik Lentz, Nik Lentz, Mark Bocek,0,0,0,0,3,0,0,31,10,32,27,9,34.0,3,1,34.0,1,0,0.0,26,5,20.0,4,4,100.0,1,1,100.0,0,5,7,71,0,2,0,85,46,54,59,23,39.0,19,16,85.0,7,7,100.0,25,12,48.0,7,7,100.0,53,27,51.0
Welterweight Bout,False,False, 2, KO/TKO, Elbows to Head In Clinch, Rich Attonito, Jake Hecht, Rich Attonito, Jake Hecht,0,1,2,50,0,2,0,27,17,62,22,13,60.0,4,3,75.0,1,1,100.0,6,4,67.0,1,0,0.0,20,13,65.0,0,0,1,0,0,0,0,47,33,70,38,27,72.0,5,3,60.0,4,3,75.0,16,6,38.0,2,1,50.0,29,26,90.0
Lightweight Bout,False,False, 2, KO/TKO, Punches to Head From Back Control, Mitch Clarke, John Cholish, Mitch Clarke, John Cholish,0,0,3,0,0,0,0,131,17,12,120,10,9.0,4,2,50.0,7,5,72.0,122,14,12.0,9,3,34.0,0,0,0,0,1,6,16,0,1,2,80,55,68,63,42,67.0,7,3,43.0,10,10,100.0,55,35,64.0,3,3,100.0,22,17,78.0
Middleweight Bout,False,False, 3, KO/TKO, Knees to Body On Ground, Michael Bisping, Jason Miller, Jason Miller, Michael Bisping,0,1,11,9,0,0,0,119,27,22,106,17,17.0,11,8,73.0,2,2,100.0,105,20,20.0,11,4,37.0,3,3,100.0,0,0,0,0,0,0,0,192,102,53,174,86,50.0,14,12,86.0,4,4,100.0,137,65,48.0,17,11,65.0,38,26,69.0
Ultimate Fighter 14 Featherweight Tournament Title Bout,False,False, 1, Submission, Armbar From Bottom Guard, Diego Brandao, Dennis Bermudez, Dennis Bermudez, Diego Brandao,1,1,1,100,0,0,0,78,25,32,75,22,30.0,3,3,100.0,0,0,0,43,11,26.0,8,4,50.0,27,10,38.0,1,1,1,100,1,1,0,39,19,48,27,10,38.0,8,7,88.0,4,2,50.0,33,15,46.0,4,2,50.0,2,2,100.0
Ultimate Fighter 14 Bantamweight Tournament Title Bout,False,False, 1, KO/TKO, Punches to Head At Distance, TJ Dillashaw, John Dodson, TJ Dillashaw, John Dodson,0,0,0,0,0,0,0,21,2,9,13,0,0.0,4,1,25.0,4,1,25.0,21,2,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,7,29,21,6,29.0,1,0,0.0,2,1,50.0,22,5,23.0,0,0,0,2,2,100.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Tony Ferguson, Yves Edwards, Yves Edwards, Tony Ferguson,0,0,3,0,0,0,0,150,45,30,114,28,25.0,23,7,31.0,13,10,77.0,147,45,31.0,3,0,0.0,0,0,0,0,1,1,100,1,0,0,232,61,26,199,38,20.0,10,6,60.0,23,17,74.0,219,54,25.0,13,7,54.0,0,0,0
Bantamweight Bout,False,False, 3, KO/TKO, Knees to Body On Ground, Louis Gaudinot, Johnny Bedford, Louis Gaudinot, Johnny Bedford,0,0,2,0,0,0,0,29,6,20,23,3,14.0,0,0,0,6,3,50.0,20,2,10.0,9,4,45.0,0,0,0,1,4,6,66,0,10,0,140,82,58,102,50,50.0,35,29,83.0,3,3,100.0,34,10,30.0,23,19,83.0,83,53,64.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Marcus Brimage, Stephen Bass, Stephen Bass, Marcus Brimage,0,0,6,0,0,0,0,140,73,52,101,39,39.0,26,24,93.0,13,10,77.0,126,59,47.0,13,13,100.0,1,1,100.0,0,1,1,100,0,0,0,197,88,44,159,61,39.0,21,13,62.0,17,14,83.0,181,79,44.0,16,9,57.0,0,0,0
Bantamweight Bout,False,False, 1, KO/TKO, Punches to Head From Half Guard, Dustin Pague, John Albert, Dustin Pague, John Albert,0,0,0,0,0,0,0,10,3,30,7,1,15.0,2,1,50.0,1,1,100.0,10,3,30.0,0,0,0,0,0,0,1,0,0,0,0,1,0,34,21,61,29,19,66.0,4,1,25.0,1,1,100.0,17,7,42.0,0,0,0,17,14,83.0
Bantamweight Bout,False,False, 3, Submission, Rear Naked Choke, Roland Delorme, Josh Ferguson, Josh Ferguson, Roland Delorme,0,0,1,0,0,3,1,58,34,58,48,25,53.0,8,7,88.0,2,2,100.0,51,27,53.0,2,2,100.0,5,5,100.0,1,2,5,40,2,2,1,53,36,67,32,16,50.0,16,15,94.0,5,5,100.0,37,21,57.0,8,8,100.0,8,7,88.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Steven Siler, Josh Clopton, Josh Clopton, Steven Siler,0,4,6,66,0,1,0,62,43,69,36,18,50.0,13,13,100.0,13,12,93.0,33,17,52.0,22,20,91.0,7,6,86.0,0,0,1,0,2,0,0,133,72,54,92,36,40.0,33,30,91.0,8,6,75.0,72,22,31.0,61,50,82.0,0,0,0
Featherweight Bout,False,False, 2, Submission, Rear Naked Choke, Bryan Caraway, Dustin Neace, Dustin Neace, Bryan Caraway,0,0,1,0,1,0,0,55,18,32,47,10,22.0,4,4,100.0,4,4,100.0,51,15,30.0,1,0,0.0,3,3,100.0,0,3,3,100,1,5,0,53,23,43,41,13,32.0,4,2,50.0,8,8,100.0,52,22,43.0,0,0,0,1,1,100.0
Light Heavyweight Bout,False,False, 5, Decision - Unanimous,, Mauricio Rua, Dan Henderson, Mauricio Rua, Dan Henderson,0,5,10,50,1,8,0,194,96,49,172,80,47.0,10,8,80.0,12,8,67.0,103,43,42.0,34,19,56.0,57,34,60.0,1,1,4,25,1,2,2,141,77,54,119,55,47.0,16,16,100.0,6,6,100.0,79,33,42.0,40,27,68.0,22,17,78.0
Middleweight Bout,False,False, 2, KO/TKO, Knee to Head In Clinch, Wanderlei Silva, Cung Le, Cung Le, Wanderlei Silva,0,0,1,0,0,0,0,81,32,39,54,13,25.0,19,12,64.0,8,7,88.0,79,32,41.0,2,0,0.0,0,0,0,1,0,0,0,0,0,0,104,43,41,88,31,36.0,10,8,80.0,6,4,67.0,83,30,37.0,20,13,65.0,1,0,0.0
Bantamweight Bout,False,False, 2, Submission, Guillotine Choke From Mount, Urijah Faber, Brian Bowles, Brian Bowles, Urijah Faber,0,0,0,0,0,0,0,68,13,19,61,7,12.0,6,5,84.0,1,1,100.0,66,12,19.0,2,1,50.0,0,0,0,1,1,1,100,1,2,1,61,36,59,54,31,58.0,5,3,60.0,2,2,100.0,36,17,48.0,1,1,100.0,24,18,75.0
Welterweight Bout,False,False, 3, Decision - Split,, Rick Story, Martin Kampmann, Rick Story, Martin Kampmann,0,1,3,33,0,0,0,170,61,35,137,39,29.0,33,22,67.0,0,0,0,145,47,33.0,25,14,57.0,0,0,0,0,3,9,33,1,2,0,147,38,25,139,34,25.0,7,4,58.0,1,0,0.0,127,29,23.0,16,5,32.0,4,4,100.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Stephan Bonnar, Kyle Kingsbury, Kyle Kingsbury, Stephan Bonnar,0,0,0,0,0,0,0,53,31,58,33,15,46.0,9,7,78.0,11,9,82.0,37,19,52.0,16,12,75.0,0,0,0,0,4,6,66,1,6,0,74,36,48,51,18,36.0,14,11,79.0,9,7,78.0,36,12,34.0,19,15,79.0,19,9,48.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Ryan Bader, Jason Brilz, Jason Brilz, Ryan Bader,0,0,0,0,0,0,0,13,1,7,12,1,9.0,0,0,0,1,0,0.0,13,1,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,6,42,13,6,47.0,0,0,0,1,0,0.0,14,6,43.0,0,0,0,0,0,0
Bantamweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Michael McDonald, Alex Soto, Alex Soto, Michael McDonald,0,0,0,0,0,0,0,8,6,75,4,3,75.0,2,1,50.0,2,2,100.0,8,6,75.0,0,0,0,0,0,0,2,0,0,0,0,0,0,24,12,50,22,11,50.0,2,1,50.0,0,0,0,16,6,38.0,1,0,0.0,7,6,86.0
Middleweight Bout,False,False, 1, Submission, D'Arce Choke On Ground Technical Submission, Tom Lawlor, Chris Weidman, Tom Lawlor, Chris Weidman,0,0,0,0,0,0,0,7,2,28,7,2,29.0,0,0,0,0,0,0,7,2,29.0,0,0,0,0,0,0,0,1,1,100,1,1,0,6,3,50,4,2,50.0,2,1,50.0,0,0,0,6,3,50.0,0,0,0,0,0,0
Lightweight Bout,False,False, 3, Decision - Split,, Gleison Tibau, Rafael Dos Anjos, Rafael Dos Anjos, Gleison Tibau,0,0,8,0,0,0,0,96,25,26,77,13,17.0,9,6,67.0,10,6,60.0,85,18,22.0,11,7,64.0,0,0,0,0,2,4,50,0,0,0,128,56,43,117,45,39.0,10,10,100.0,1,1,100.0,123,53,44.0,4,3,75.0,1,0,0.0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Miguel Torres, Nick Pace, Nick Pace, Miguel Torres,0,1,3,33,0,1,0,69,31,44,40,7,18.0,18,14,78.0,11,10,91.0,52,17,33.0,15,13,87.0,2,1,50.0,0,0,1,0,0,0,0,122,64,52,77,23,30.0,21,20,96.0,24,21,88.0,99,41,42.0,23,23,100.0,0,0,0
Welterweight Bout,False,False, 2, Submission, Guillotine Choke From Bottom Guard, Matt Brown, Seth Baczynski, Matt Brown, Seth Baczynski,0,1,1,100,0,0,1,34,19,55,15,4,27.0,15,13,87.0,4,2,50.0,22,8,37.0,12,11,92.0,0,0,0,0,1,5,20,1,0,0,49,17,34,41,14,35.0,4,3,75.0,4,0,0.0,34,8,24.0,13,7,54.0,2,2,100.0
Lightweight Bout,False,False, 1, KO/TKO, Punches to Head On Ground, Danny Castillo, Shamar Bailey, Shamar Bailey, Danny Castillo,0,0,0,0,0,0,0,4,3,75,4,3,75.0,0,0,0,0,0,0,1,0,0.0,1,1,100.0,2,2,100.0,0,3,3,100,0,2,0,34,22,64,29,17,59.0,4,4,100.0,1,1,100.0,2,2,100.0,0,0,0,32,20,63.0
UFC Heavyweight Title Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Cain Velasquez, Junior Dos Santos, Cain Velasquez, Junior Dos Santos,0,0,1,0,0,0,0,14,7,50,9,3,34.0,0,0,0,5,4,80.0,14,7,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,8,61,10,6,60.0,3,2,67.0,0,0,0,8,4,50.0,0,0,0,5,4,80.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Clay Guida, Benson Henderson, Clay Guida, Benson Henderson,0,2,9,22,4,1,0,40,11,27,27,4,15.0,11,5,46.0,2,2,100.0,25,6,24.0,15,5,34.0,0,0,0,1,2,7,28,0,3,0,89,40,44,56,16,29.0,30,23,77.0,3,1,34.0,37,7,19.0,38,21,56.0,14,12,86.0
Featherweight Bout,False,False, 2, Submission, D'Arce Choke From Half Guard, Dustin Poirier, Pablo Garza, Pablo Garza, Dustin Poirier,0,0,2,0,1,0,0,34,14,41,12,1,9.0,10,5,50.0,12,8,67.0,28,13,47.0,6,1,17.0,0,0,0,0,1,1,100,1,1,0,47,17,36,41,14,35.0,3,1,34.0,3,2,67.0,27,9,34.0,3,3,100.0,17,5,30.0
Featherweight Bout,False,False, 2, Submission, Arm Triangle From Side Control, Cub Swanson, Ricardo Lamas, Cub Swanson, Ricardo Lamas,0,1,1,100,1,1,0,43,17,39,29,10,35.0,4,2,50.0,10,5,50.0,40,15,38.0,1,0,0.0,2,2,100.0,0,2,4,50,1,1,0,30,9,30,20,2,10.0,6,6,100.0,4,1,25.0,20,3,15.0,0,0,0,10,6,60.0
Welterweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, DaMarques Johnson, Clay Harvison, Clay Harvison, DaMarques Johnson,0,0,0,0,0,0,0,21,6,28,17,2,12.0,0,0,0,4,4,100.0,21,6,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,6,30,20,6,30.0,0,0,0,0,0,0,19,5,27.0,0,0,0,1,1,100.0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Norifumi Yamamoto, Darren Uyenoyama, Norifumi Yamamoto, Darren Uyenoyama,0,1,4,25,0,0,1,28,15,53,19,7,37.0,7,6,86.0,2,2,100.0,22,10,46.0,3,3,100.0,3,2,67.0,0,2,3,66,1,3,1,18,15,83,9,7,78.0,7,6,86.0,2,2,100.0,8,5,63.0,3,3,100.0,7,7,100.0
Featherweight Bout,False,True, 3, Overturned, Headbutt by Peralta, Mackens Semerzier, Robert Peralta,,,0,1,5,20,0,0,0,92,50,54,49,12,25.0,21,19,91.0,22,19,87.0,72,33,46.0,13,11,85.0,7,6,86.0,2,0,0,0,0,0,0,99,39,39,77,23,30.0,15,9,60.0,7,7,100.0,75,20,27.0,9,6,67.0,15,13,87.0
Featherweight Bout,False,True, 3, Overturned, Headbutt by Peralta, Mackens Semerzier, Robert Peralta,,,0,1,5,20,0,0,0,92,50,54,49,12,25.0,21,19,91.0,22,19,87.0,72,33,46.0,13,11,85.0,7,6,86.0,2,0,0,0,0,0,0,99,39,39,77,23,30.0,15,9,60.0,7,7,100.0,75,20,27.0,9,6,67.0,15,13,87.0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Alex Caceres, Cole Escovedo, Cole Escovedo, Alex Caceres,0,2,4,50,0,1,0,58,24,41,33,8,25.0,15,11,74.0,10,5,50.0,56,24,43.0,2,0,0.0,0,0,0,0,0,0,0,1,0,0,174,102,58,126,59,47.0,34,31,92.0,14,12,86.0,163,93,58.0,7,6,86.0,4,3,75.0
Welterweight Bout,False,False, 3, Decision - Split,, Mike Pierce, Paul Bradley, Paul Bradley, Mike Pierce,0,0,4,0,0,0,0,145,63,43,124,46,38.0,11,10,91.0,10,7,70.0,130,51,40.0,15,12,80.0,0,0,0,0,0,1,0,0,0,0,144,75,52,116,51,44.0,14,14,100.0,14,10,72.0,127,59,47.0,14,13,93.0,3,3,100.0
Light Heavyweight Bout,False,False, 3, Decision - Majority,, Aaron Rosa, Matt Lucas, Matt Lucas, Aaron Rosa,0,1,10,10,0,1,0,39,19,48,39,19,49.0,0,0,0,0,0,0,34,14,42.0,4,4,100.0,1,1,100.0,0,0,0,0,0,0,0,99,59,59,63,25,40.0,31,29,94.0,5,5,100.0,55,18,33.0,44,41,94.0,0,0,0
Middleweight Bout,False,False, 2, KO/TKO, to Corner Stoppage, Chris Leben, Mark Munoz, Chris Leben, Mark Munoz,0,2,2,100,2,0,0,35,12,34,30,8,27.0,3,3,100.0,2,1,50.0,17,4,24.0,11,6,55.0,7,2,29.0,0,5,9,55,0,3,0,74,39,52,56,22,40.0,17,16,95.0,1,1,100.0,11,5,46.0,9,5,56.0,54,29,54.0
Bantamweight Bout,False,False, 1, Submission, Rear Naked Choke, Brad Pickett, Renan Barao, Brad Pickett, Renan Barao,0,0,0,0,0,0,0,56,10,17,50,9,18.0,6,1,17.0,0,0,0,56,10,18.0,0,0,0,0,0,0,1,0,1,0,1,1,0,98,37,37,82,29,36.0,9,3,34.0,7,5,72.0,84,33,40.0,0,0,0,14,4,29.0
Welterweight Bout,False,False, 1, Submission, Rear Naked Choke, Thiago Alves, Papy Abedi, Papy Abedi, Thiago Alves,0,0,0,0,0,0,0,38,14,36,32,9,29.0,5,4,80.0,1,1,100.0,32,9,29.0,6,5,84.0,0,0,0,1,0,0,0,1,2,0,45,25,55,35,17,49.0,3,3,100.0,7,5,72.0,30,12,40.0,1,1,100.0,14,12,86.0
Light Heavyweight Bout,False,False, 2, Submission, Rear Naked Choke, Cyrille Diabate, Anthony Perosh, Cyrille Diabate, Anthony Perosh,0,0,0,0,0,0,0,37,17,45,27,9,34.0,9,8,89.0,1,0,0.0,31,13,42.0,0,0,0,6,4,67.0,0,2,6,33,3,5,0,38,17,44,38,17,45.0,0,0,0,0,0,0,13,2,16.0,0,0,0,25,15,60.0
Lightweight Bout,False,False, 1, Submission, Guillotine Choke After Drop to Guard, Terry Etim, Edward Faaloloto, Edward Faaloloto, Terry Etim,0,0,0,0,0,0,0,3,0,0,3,0,0.0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5,83,4,3,75.0,1,1,100.0,1,1,100.0,6,5,84.0,0,0,0,0,0,0
Welterweight Bout,False,False, 3, Decision - Unanimous,, John Maguire, Justin Edwards, Justin Edwards, John Maguire,1,0,2,0,1,0,0,64,28,43,40,13,33.0,20,12,60.0,4,3,75.0,29,11,38.0,21,12,58.0,14,5,36.0,0,6,9,66,2,7,1,38,27,71,28,18,65.0,7,6,86.0,3,3,100.0,17,9,53.0,10,9,90.0,11,9,82.0
Heavyweight Bout,False,False, 3, Decision - Unanimous,, Rob Broughton, Philip De Fries, Rob Broughton, Philip De Fries,0,0,0,0,2,2,1,40,29,72,26,15,58.0,11,11,100.0,3,3,100.0,14,4,29.0,4,4,100.0,22,21,96.0,0,3,5,60,0,10,0,23,14,60,22,13,60.0,1,1,100.0,0,0,0,10,6,60.0,0,0,0,13,8,62.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Michihiro Omigawa, Jason Young, Jason Young, Michihiro Omigawa,0,2,3,66,0,0,0,115,32,27,101,23,23.0,5,3,60.0,9,6,67.0,97,24,25.0,15,7,47.0,3,1,34.0,0,4,10,40,3,5,1,59,25,42,53,20,38.0,3,2,67.0,3,3,100.0,34,8,24.0,7,5,72.0,18,12,67.0
Welterweight Bout,False,False, 1, KO/TKO, Knee to Head In Clinch, Chris Cope, Che Mills, Chris Cope, Che Mills,0,0,1,0,0,0,0,10,1,10,7,0,0.0,0,0,0,3,1,34.0,10,1,10.0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,11,68,14,9,65.0,0,0,0,2,2,100.0,7,6,86.0,2,2,100.0,7,3,43.0
Bantamweight Bout,False,False, 3, Decision - Split,, Chris Cariaso, Vaughan Lee, Vaughan Lee, Chris Cariaso,0,4,9,44,2,0,0,56,29,51,33,10,31.0,12,9,75.0,11,10,91.0,31,11,36.0,19,15,79.0,6,3,50.0,0,2,3,66,1,8,0,89,52,58,68,35,52.0,16,14,88.0,5,3,60.0,43,21,49.0,23,17,74.0,23,14,61.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, BJ Penn, Nick Diaz, BJ Penn, Nick Diaz,0,1,4,25,0,1,0,164,88,53,149,76,52.0,15,12,80.0,0,0,0,140,71,51.0,20,15,75.0,4,2,50.0,0,0,0,0,0,0,0,350,178,50,296,136,46.0,51,39,77.0,3,3,100.0,309,150,49.0,41,28,69.0,0,0,0
Heavyweight Bout,False,False, 3, Decision - Unanimous,, Cheick Kongo, Matt Mitrione, Matt Mitrione, Cheick Kongo,0,0,0,0,0,0,0,55,21,38,46,15,33.0,5,2,40.0,4,4,100.0,54,20,38.0,1,1,100.0,0,0,0,0,2,2,100,0,1,0,126,44,34,90,23,26.0,13,7,54.0,23,14,61.0,104,26,25.0,8,6,75.0,14,12,86.0
Heavyweight Bout,False,False, 3, KO/TKO, Punches to Head From Back Control, Mirko Cro Cop, Roy Nelson, Mirko Cro Cop, Roy Nelson,0,0,1,0,0,0,0,59,30,50,51,23,46.0,8,7,88.0,0,0,0,36,14,39.0,23,16,70.0,0,0,0,0,2,2,100,0,2,0,75,32,42,69,28,41.0,6,4,67.0,0,0,0,50,11,22.0,4,3,75.0,21,18,86.0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Scott Jorgensen, Jeff Curran, Jeff Curran, Scott Jorgensen,0,0,3,0,1,0,0,126,41,32,97,22,23.0,21,13,62.0,8,6,75.0,110,31,29.0,9,6,67.0,7,4,58.0,0,5,5,100,0,2,0,103,42,40,85,27,32.0,8,6,75.0,10,9,90.0,72,24,34.0,20,11,56.0,11,7,64.0
Featherweight Bout,False,False, 3, Decision - Split,, Hatsu Hioki, George Roop, George Roop, Hatsu Hioki,0,2,2,100,0,0,0,104,35,33,78,20,26.0,18,11,62.0,8,4,50.0,84,22,27.0,14,9,65.0,6,4,67.0,0,2,7,28,0,3,0,49,24,48,35,13,38.0,9,6,67.0,5,5,100.0,32,11,35.0,8,6,75.0,9,7,78.0
Lightweight Bout,False,False, 1, Submission, Rear Naked Choke, Dennis Siver, Donald Cerrone, Dennis Siver, Donald Cerrone,0,0,2,0,0,0,0,21,12,57,13,6,47.0,3,3,100.0,5,3,60.0,17,10,59.0,4,2,50.0,0,0,0,2,0,0,0,1,1,0,23,9,39,16,5,32.0,3,2,67.0,4,2,50.0,16,7,44.0,6,1,17.0,1,1,100.0
Featherweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Tyson Griffin, Bart Palaszewski, Tyson Griffin, Bart Palaszewski,0,0,0,0,0,0,0,21,6,28,15,1,7.0,2,1,50.0,4,4,100.0,21,6,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,17,25,63,16,26.0,1,0,0.0,2,1,50.0,66,17,26.0,0,0,0,0,0,0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Brandon Vera, Eliot Marshall, Eliot Marshall, Brandon Vera,1,1,3,33,2,1,0,55,21,38,44,13,30.0,9,8,89.0,2,0,0.0,32,8,25.0,14,9,65.0,9,4,45.0,0,1,2,50,0,0,0,65,33,50,26,8,31.0,11,6,55.0,28,19,68.0,44,18,41.0,11,9,82.0,10,6,60.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Ramsey Nijem, Danny Downes, Danny Downes, Ramsey Nijem,0,0,0,0,0,0,0,27,6,22,25,4,16.0,2,2,100.0,0,0,0,26,5,20.0,1,1,100.0,0,0,0,0,8,14,57,4,7,0,77,59,76,68,50,74.0,4,4,100.0,5,5,100.0,31,21,68.0,7,7,100.0,39,31,80.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Chris Camozzi, Francis Carmont, Chris Camozzi, Francis Carmont,0,0,5,0,1,0,0,47,22,46,27,9,34.0,5,4,80.0,15,9,60.0,35,13,38.0,12,9,75.0,0,0,0,1,3,6,50,0,1,0,74,51,68,41,23,57.0,25,20,80.0,8,8,100.0,33,16,49.0,25,23,92.0,16,12,75.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Dustin Jacoby, Clifford Starks, Dustin Jacoby, Clifford Starks,0,0,0,0,0,0,0,72,18,25,67,14,21.0,4,4,100.0,1,0,0.0,71,17,24.0,1,1,100.0,0,0,0,0,3,3,100,0,3,0,82,26,31,76,23,31.0,6,3,50.0,0,0,0,65,19,30.0,1,0,0.0,16,7,44.0
UFC Lightweight Title Bout,False,False, 4, KO/TKO, Punches to Head At Distance, Frankie Edgar, Gray Maynard, Gray Maynard, Frankie Edgar,1,0,2,0,0,0,0,170,42,24,158,36,23.0,9,4,45.0,3,2,67.0,153,32,21.0,14,8,58.0,3,2,67.0,1,0,11,0,0,0,0,176,61,34,137,39,29.0,22,9,41.0,17,13,77.0,168,57,34.0,4,1,25.0,4,3,75.0
UFC Featherweight Title Bout,False,False, 5, Decision - Unanimous,, Jose Aldo, Kenny Florian, Kenny Florian, Jose Aldo,0,1,19,5,0,0,0,128,40,31,78,11,15.0,27,13,49.0,23,16,70.0,106,25,24.0,22,15,69.0,0,0,0,0,0,0,0,0,2,0,115,51,44,93,38,41.0,10,5,50.0,12,8,67.0,97,37,39.0,10,8,80.0,8,6,75.0
Middleweight Bout,False,False, 2, Submission, Arm Triangle From Side Control, Chael Sonnen, Brian Stann, Brian Stann, Chael Sonnen,0,0,0,0,0,0,0,8,2,25,6,0,0.0,1,1,100.0,1,1,100.0,5,1,20.0,3,1,34.0,0,0,0,0,4,6,66,1,8,0,38,28,73,21,14,67.0,16,14,88.0,1,0,0.0,3,0,0.0,7,6,86.0,28,22,79.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Leonard Garcia, Nam Phan, Leonard Garcia, Nam Phan,1,0,2,0,0,0,0,374,100,26,321,56,18.0,28,19,68.0,25,25,100.0,371,99,27.0,3,1,34.0,0,0,0,0,1,1,100,0,0,0,339,174,51,289,131,46.0,49,43,88.0,1,0,0.0,337,173,52.0,0,0,0,2,1,50.0
Lightweight Bout,False,False, 1, Submission, Rear Naked Choke, Melvin Guillard, Joe Lauzon, Melvin Guillard, Joe Lauzon,0,0,0,0,0,0,0,6,3,50,5,2,40.0,1,1,100.0,0,0,0,6,3,50.0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,2,33,6,2,34.0,0,0,0,0,0,0,6,2,34.0,0,0,0,0,0,0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Demian Maia, Jorge Santiago, Jorge Santiago, Demian Maia,0,0,1,0,0,0,0,56,18,32,45,9,20.0,3,2,67.0,8,7,88.0,52,16,31.0,4,2,50.0,0,0,0,0,4,11,36,0,5,0,67,24,35,58,16,28.0,6,5,84.0,3,3,100.0,45,10,23.0,7,5,72.0,15,9,60.0
Lightweight Bout,False,False, 3, Decision - Split,, Anthony Pettis, Jeremy Stephens, Jeremy Stephens, Anthony Pettis,0,3,8,37,0,0,1,47,17,36,30,5,17.0,6,5,84.0,11,7,64.0,42,14,34.0,2,2,100.0,3,1,34.0,0,6,9,66,0,2,0,47,21,44,34,9,27.0,2,1,50.0,11,11,100.0,40,16,40.0,6,5,84.0,1,0,0.0
Heavyweight Bout,False,False, 3, Decision - Unanimous,, Joey Beltran, Stipe Miocic, Joey Beltran, Stipe Miocic,0,1,2,50,0,0,0,152,52,34,130,36,28.0,14,11,79.0,8,5,63.0,126,36,29.0,14,9,65.0,12,7,59.0,0,4,7,57,0,7,0,142,68,47,109,38,35.0,11,9,82.0,22,21,96.0,107,44,42.0,16,12,75.0,19,12,64.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Tiequan Zhang, Darren Elkins, Tiequan Zhang, Darren Elkins,0,0,0,0,3,0,0,18,2,11,18,2,12.0,0,0,0,0,0,0,17,2,12.0,0,0,0,1,0,0.0,0,1,6,16,3,10,0,49,27,55,45,24,54.0,4,3,75.0,0,0,0,13,2,16.0,0,0,0,36,25,70.0
